video_id,exercise_id,repetition_number,window_start,window_end,correctness,err_0,err_1,err_2,err_3,err_4,err_5,err_6,err_7,err_8,err_9,err_10,err_11,err_12,err_13
PM_000,1,1,300,316,1,-4.68600841087469,1.7485832144337756,1.4659902299392817,-15.489070488774788,4.7094882950096615,-3.4577037452780264,0.6840455494595812,-1.6071138405134935,-1.8283438107305408,-6.733935045294959,-1.0773744745084315,-6.846827351018703,12.76880424178843,19.328720343494535
PM_000,1,1,308,324,1,-4.2417339597035895,-1.1356095415065361,1.284086875104094,-35.8123338272823,4.302752517660613,-4.918642591429755,0.7690787183071031,-0.849800645330232,-4.534520997644842,-11.535057723126046,0.6136552113666767,-13.994444356242887,13.942903359154563,19.6953052946509
PM_000,1,1,316,332,1,-1.8258657731313779,0.6907360266438083,-0.8123372456767437,-56.76091285482032,3.758000825335394,-5.469770858042018,0.6919252974136558,-0.28107714321103927,-7.146593405896261,-12.18851418317229,2.8193374480864524,-31.076369446267492,14.938001358087208,15.799414742511813
PM_000,1,1,324,340,1,-0.5125541076062774,5.868236650147072,-2.4797291003228126,-73.61599481900419,3.4326008304220963,-5.502690447997333,1.0083761826807045,0.35367004364832866,-9.1462439779561,-11.728223653081391,2.8100689932513507,-61.46196531430414,15.32055481379015,15.760699491872323
PM_000,1,1,332,348,1,1.2169664449827327,9.148549204437954,-3.4390300897583717,-86.54322872829043,3.5047056160756114,-5.238040853976859,1.0174304898506499,0.394021427200105,-10.718794473550517,-11.615060063363547,0.8945218023675441,-60.4067951287858,14.541318300094352,20.01683905455363
PM_000,1,1,340,356,1,3.554168179024103,10.596528200904967,-4.705512497191608,-97.49755587960189,3.6029563205725808,-3.9455865646521957,0.6177719493273575,-0.5323083875453136,-10.926223415170465,-13.945821186320526,-0.4120222729321039,-31.669651753820034,13.789054471356328,20.426709831331088
PM_000,1,1,348,364,1,4.83871593993927,16.576498539564323,-6.234333819517056,-103.73248023999932,4.036669296667673,-2.846467157732988,0.2150548524423357,-1.5562423218314496,-10.261522803261546,-16.6258077478562,-0.8465073610254592,-23.481510832004574,15.125787035822547,16.15624581929802
PM_000,1,1,356,372,1,4.4076618041318945,23.64246285674593,-7.113143749705315,-105.19129839567478,5.183017003437465,-3.2880887532304133,0.06886463115140096,-2.0447736374512946,-10.2361472774144,-17.56334680560743,-0.9795611512401265,-23.763820592239178,15.92224305785506,12.611996472947144
PM_000,1,2,378,394,1,2.994922306903824,25.674793218550548,-6.276296860129383,-105.4771416079403,5.636425781407583,-3.023298727316716,0.5126297258185346,-2.7437356949027514,-10.85822598213305,-17.903722127306054,-0.5530563989874899,-22.302753950526096,17.037538643413214,11.862380192355536
PM_000,1,2,386,402,1,3.123494628227782,21.9043352376055,-6.028499874837566,-105.21205007373251,5.279877171063669,-2.966240131350901,0.44355148266264166,-2.3809546374091415,-10.680345498669089,-17.979265037759777,-0.5262605843237562,-21.83591283386992,16.10304637897314,12.725808615242588
PM_000,1,2,394,410,1,3.9602049426533235,14.851895596748085,-5.890241326625119,-100.53054387708272,4.50858087075347,-2.8904696353947585,-0.17600789688087914,-1.9215407291111095,-10.09863826478464,-16.953740352051685,0.4350054240484873,-24.67271498736269,13.970414848842962,14.31873774360518
PM_000,1,2,402,418,1,4.159060850979424,10.517254887342615,-5.811552031127189,-88.08933765584067,4.373510340986213,-3.8861108870041488,-0.2385015241638513,-0.8982505177908386,-9.307427197886053,-13.695702781653772,1.3421266157378735,-40.86610449813551,13.297854867649741,15.544459802750687
PM_000,1,2,410,426,1,3.0914898064655194,6.5317349048902855,-5.397647666572429,-70.6355545062063,4.486502880884444,-5.121590609736243,0.16733854703229056,-0.0488194563502109,-7.625542420263496,-10.708815306479853,2.534539935554889,-43.323258684736416,14.376130768843513,14.14678554453638
PM_000,1,2,418,434,1,2.721828289736928,0.8680685488070665,-4.949419749080387,-49.23583386301386,4.054337608535192,-5.373138795371329,-0.17384679325996544,-0.16706577437904002,-4.766883259487781,-7.846952093694263,4.4570855400894285,-23.488504766662782,16.208087027742124,13.728070236439805
PM_000,1,2,426,442,1,1.9830268481117912,-0.020005198126565205,-3.3074982041955403,-24.12421899413623,3.538722162297253,-5.513847237954266,-0.4701352930273188,-0.08474006908364728,-1.8252345727001638,-3.7278601723821376,3.218301907156132,-9.51616269302927,16.18593440446284,15.08639500389509
PM_000,1,2,434,450,1,0.4824507743911166,2.5987424440504565,-0.7086952413960097,-3.815226950773451,3.1572304925145342,-4.873938254171735,0.03726600058037377,-0.16466989690251665,0.225531002648081,-1.6466318284185206,0.9510815022097603,-2.4959169324348762,15.290030023482574,17.587039073180893
PM_000,1,2,442,458,1,0.5436688708156208,5.637372262262181,0.45152096097483096,9.898526616125727,3.4340313973348504,-2.6568956865079354,0.35364963571519503,-1.1932852692338596,1.0522441294605551,-0.40536923958258164,0.7871461438690073,1.684930134914266,13.654549776240373,20.105462152716594
PM_000,1,2,450,466,1,1.0869514347904996,7.011625087169508,0.8660482093227975,22.36425226993943,3.506453874458078,-0.5778393912018807,0.5420187072036224,-2.281977110914802,1.2171049749019627,2.10103477225124,-0.6847879601369353,5.722722529174241,10.537703646030034,19.744530707275537
PM_000,1,2,458,474,1,1.2594765221785078,6.341871952551141,1.1035270464249687,34.75974926780819,2.823200023821748,0.7458297338622533,0.278635753728409,-3.4023042748476318,1.3451044212989967,3.3093178799849428,-5.08670313815939,12.034343745521932,10.353836821266668,19.112184655332754
PM_000,1,2,466,482,1,1.319138442143613,5.756353424133874,0.7000093545860773,45.717891361536545,2.4438888966769188,2.0270175132461556,-0.3667864222795316,-4.673786781857279,1.4188962312970705,2.1102369849215146,-8.373280421467657,18.552062304460726,11.498716330541432,17.988387266670657
PM_000,1,2,474,490,1,1.7796421062165617,3.4864887400648445,0.05040965934101571,53.06343479190534,2.8326299186585864,2.5640544359783064,-0.1651854577538039,-5.16943900589758,1.4166672448463569,0.2843801987523342,-9.110540205434207,24.411819976434337,11.807027656754306,15.924599972170682
PM_000,1,2,482,498,1,4.0246684641602375,1.3029761355563299,-1.389946841967974,56.32717518613351,3.5609282980425228,2.4990464105093064,-0.09342831712992528,-5.343684947150464,1.989589253870471,-1.8835561005674046,-8.713637200678255,27.968752752191335,11.991989043539974,13.089943055982745
PM_000,1,2,490,506,1,5.334992846877773,1.9510532804795542,-2.272264381705612,57.08489839928393,3.9499222611958444,2.340543991688717,-0.2549438386854508,-5.471660753965377,2.4470980720604762,-2.8476604387985542,-7.954808291331636,28.15353424579526,11.819557649769322,11.728822916372007
PM_000,1,2,498,514,1,4.590203835353922,3.9238324672159166,-2.053252245703386,54.956779734329075,3.8446208866482614,2.197306997410477,-0.22017674407258525,-5.419849810776276,2.354787073467686,-1.3796858843914368,-7.72319323399233,25.342971654729734,11.263898999880503,12.327318679110336
PM_000,1,2,506,522,1,3.7834737315228626,4.415212826639523,-1.6702968379387437,46.0231944968381,3.4873400443137346,2.1149162150504353,-0.150982295940155,-5.6322227880434,2.4612926375151902,-0.25252392062938345,-7.799960937732287,19.081919754258813,11.236750568527647,11.870106732015714
PM_000,1,2,514,530,1,2.2499227594283955,0.9305574981267792,-0.3452567896442904,31.692005331129362,3.0642110194775807,1.2524053631674672,0.09889853320046704,-5.260345749726765,2.0545456612450606,0.7643515949787343,-7.619350344961507,11.842141657073599,11.66055016383882,13.019130494584685
PM_000,1,2,522,538,1,0.2767095617641111,-2.0489104999186747,1.1865523499483597,15.567348474766451,3.319169323849664,-0.8463784071481051,0.13942982398622128,-3.660182710334489,0.3718956275868175,-0.42965537565319334,-5.70888680479792,4.6988444686167385,10.790506209229662,15.427592028825648
PM_000,1,2,530,546,1,-1.5945907233898406,-3.798481495570229,1.4278816828041154,-4.035944134446655,4.098721144268216,-3.5878120187252414,0.5681747360673288,-1.1204585350183027,-1.5512000599634623,-4.038578958401377,-2.177995190849492,-2.370087123808301,12.543005949276791,17.878868827081128
PM_000,1,2,538,554,1,-1.5404841652434786,-8.946027687703571,0.22754740312389576,-26.84529259760943,4.045520732482748,-5.834446908941073,0.8641698514991614,0.8918568982717474,-3.7578305640466008,-7.634373415958879,0.9962424698570764,-8.280139956644543,14.718343245914367,18.69382281542532
PM_000,1,2,546,562,1,-0.8616938786301915,-9.226876635842821,-0.7533065010147846,-47.69206691035369,3.873030854788192,-6.7737005760664815,0.4729913407914115,1.3511787585647266,-6.310692250572976,-9.10636255264287,2.7337688558205624,-17.620793021322157,15.108489573641599,16.471221014811213
PM_000,1,2,554,570,1,-0.8045187020903413,-1.6917769114664782,-1.4313391871293046,-65.13221141241141,3.7116120280681333,-6.570884717422773,0.6949132988417919,1.157745209380515,-8.470790760519847,-8.595151008541965,3.478600118789858,-29.03188232038108,15.883559610656144,17.98326597092624
PM_000,1,2,562,578,1,0.32625282502455555,5.449470251305778,-2.5795016317104666,-80.38900116420521,3.712634718656057,-6.246521546028728,0.8905447916923599,0.9687863647447141,-10.292175413005747,-10.272875832843539,2.823442142348801,-50.37506953627356,15.629141085090923,21.08960595774984
PM_000,1,2,570,586,1,2.285163941118217,7.246647801521595,-3.732151246922794,-93.77607949755031,4.045524438176743,-5.427562079822694,0.4836108589309607,0.7797918198483664,-11.088122226447322,-13.892912649995498,2.290013193782057,-42.41582265611619,15.336773171518045,18.847890312620102
PM_000,1,2,578,594,1,3.159572570319071,9.307759659249221,-3.92965915528902,-102.04772188263468,3.770014942241483,-3.675506754685104,0.03746660066769003,-0.22780250693839754,-11.143354497397448,-17.385813311108215,2.471126711514186,-19.596195233084444,14.28499787736558,16.374377079155806
PM_000,1,2,586,602,1,2.5846405210291383,15.846833119024938,-3.758008217985455,-104.79795938665295,3.951265793358205,-3.072656151288985,-0.03337548804121937,-1.435717660984924,-11.027590711860551,-18.595350355507904,1.5207862366508706,-20.515129837914735,13.987545352884798,15.53010423525013
PM_000,1,2,594,610,1,2.1718039204182205,21.937045109473623,-4.2676133571756765,-105.86759131994499,5.199079807415703,-4.056002060945016,0.21383203109482274,-1.8946874139968415,-10.855213280816105,-18.51632154286862,0.32016611014740803,-19.937766361091175,14.187009717306667,14.182223046187927
PM_000,1,2,602,618,1,2.1583723124601892,24.244443038060297,-4.713280141238787,-106.53457385417119,6.041759322886588,-4.429743032963687,0.6718442221126217,-2.3159389791613005,-10.925852132193006,-18.614760891841442,-0.06146868850777665,-20.321765245300703,13.694668725258412,14.519717565254918
PM_000,1,3,621,637,1,3.71947803756621,23.518807937461148,-5.775811710535735,-106.9376680084566,5.698452445509055,-3.3503470890159406,1.2530769303502165,-2.725811397084062,-11.427744245648174,-18.21451395837891,0.18227062982201225,-20.3599263642593,16.175625777425417,9.795262484266686
PM_000,1,3,629,645,1,3.868126179532638,21.022504549736617,-5.872748446610698,-106.82167344419145,5.4305080205503735,-3.2440435463596025,1.0178327735260524,-2.4872610112506806,-11.290679802567066,-18.061102298071216,0.40337192761064067,-19.765401233718286,15.222753144922082,10.384603764986403
PM_000,1,3,637,653,1,4.1551062820161615,15.907593063937425,-5.644585561598332,-103.3038764025867,4.700568569108587,-3.02534408053028,0.3736106247752442,-2.0767242007692257,-11.056382976521954,-17.05209418588076,1.4720040638386553,-22.11252190511244,13.519093754517417,12.650348448313796
PM_000,1,3,645,661,1,3.908485171236933,13.85082848634544,-4.9151497710328265,-92.40778623686104,4.30154991621488,-3.5137887344200056,0.1478580328173429,-1.375846350661936,-10.480663790592915,-14.65078378196122,2.736392275550802,-38.918338606397164,12.995171857924804,12.995354097938527
PM_000,1,3,653,669,1,3.0020917678820016,12.13947035793914,-4.175361610029581,-77.89725743800213,4.355800982346302,-4.741566454718393,0.6748482961459779,-0.2179107970974048,-8.963716561376561,-10.625952978052663,3.4030014645796705,-65.22681213648424,13.15151802349833,10.049758993166526
PM_000,1,3,661,677,1,2.721519050202092,6.693943068087892,-3.993309869348548,-63.163760819475606,4.338851245492,-5.416191744755423,0.95548056381522,0.536478538984305,-6.642519932678924,-6.72178960616586,4.658538191215005,-55.71976416775526,14.355541843046888,8.458989967223275
PM_000,1,3,669,685,1,1.837575532434057,0.27663726186750104,-3.219704529162155,-45.7711696170974,4.220012407580098,-5.154624215830285,0.643408960562919,0.45052159689871907,-4.35479501700286,-3.9583330965199037,4.946971720278313,-24.66784345431292,15.954546236741583,11.233743741235152
PM_000,1,3,677,693,1,-0.3826483494579058,-1.5555745282938478,-1.4833988213490432,-26.75956897726938,4.00988420242259,-4.973820517852367,0.36435422717713273,0.21993434217554153,-2.6045885444578856,-2.0780026369217337,2.6248220590507003,-12.626839699086501,15.264930634668648,13.070943883911275
PM_000,1,3,685,701,1,-1.2962437139441239,-0.7574966286320972,-0.2646250019116354,-12.499330642145281,3.705158410422234,-4.914029389120023,0.3111834717121713,-0.1065532009583503,-1.3662069995006014,-2.2300752368418113,1.2104810441713205,-6.944451254767671,14.640003008149595,13.042842356949485
PM_000,1,3,693,709,1,-0.3645738017847808,-0.45875928802876054,0.0528878047327741,-3.888371282325254,3.427996926757398,-4.154367438802639,0.4022450209099855,-0.8768761453478575,-0.56241828219295,-2.33179184620265,2.2298776341711832,-2.2167238528611426,16.017642172623116,15.762411112131014
PM_000,1,3,701,717,1,0.11561686378896319,3.61272407178814,0.23479087817151778,5.76623921364205,3.785998751847254,-2.7938001250826225,0.5779030279518711,-1.9398176813233494,0.07799668701077067,-0.36737498658161893,2.487782441361084,0.5842499029683754,15.486375952182069,19.550103729515712
PM_000,1,3,709,725,1,-0.5583187903536082,6.05356241791438,0.4270675249137321,15.379262956613042,4.592474915032165,-1.6823286520298737,0.27231196583529993,-2.3077093998028886,0.8576723400814288,1.140025796456051,0.4287991938335267,2.687916941583664,11.31214425218609,20.410627699621905
PM_000,1,3,717,733,1,-1.7186192972557013,5.4302214429214395,1.338793795684813,22.26509109536326,4.32868394957813,-0.5703703678419867,0.5242770662217016,-2.5030750931544627,0.7726617632289408,1.9677457441281039,-2.781044381970238,5.622122605953415,7.271340612165194,19.816209274242873
PM_000,1,3,725,741,1,-1.0955334011224416,5.2294381235962515,1.8672205542427736,28.541379504191195,3.2338275986327805,0.6043049075166742,0.7387328786201124,-2.934776770771144,0.7234615064863723,1.0342239326175573,-5.71188397882824,9.341491457826562,6.714651010746476,20.843862410076177
PM_000,1,3,733,749,1,1.1085921045978928,5.080611185540013,0.8519978144399629,36.65888048007736,2.8126529725330656,0.9306591076787036,0.1492790678688074,-3.3607239420262953,1.2936794697128748,-2.123050281884498,-9.221034140008362,14.02797882096847,9.095754497705302,21.375693339819506
PM_000,1,3,741,757,1,1.5785646928415016,6.489552041642668,0.39517542363302316,45.937401332493636,2.872969920305664,1.7398891773666172,-0.18942711177261984,-4.614575652784925,1.586093610768275,-4.968860030577383,-12.709388094774253,18.41185811900985,11.278885596380167,17.335558538263875
PM_000,1,3,749,765,1,1.3700798974820039,7.048086387017154,0.41523738495749973,51.91599011118757,2.9429701911282677,2.726639664883816,-0.21969344001209912,-5.268492508462447,1.4759008732001924,-5.537280895665426,-12.739226452620796,21.53312879359048,11.004972450338514,15.054074718280651
PM_000,1,3,757,773,1,1.7380725003531623,7.162375207286454,-0.000973936011628318,51.44591883596527,3.138842965987129,2.6859151420594998,0.12232416086360587,-4.978036444800946,1.2251880281501686,-5.057170968038094,-11.285571140072632,21.1772434402806,10.190335455241835,17.51532067854866
PM_000,1,3,765,781,1,1.4418635834528502,6.700821231407772,-0.11518094477550145,38.66699181535832,3.2369906160466897,2.0280422222279135,0.6373761800959166,-5.112300237142014,1.0391598875819374,-5.130581973850794,-10.968258135932027,13.576185073422634,11.096459972371802,19.38881276394411
PM_000,1,3,773,789,1,-0.5759561737265688,4.284924140149062,0.5352214719149626,15.754606985431053,3.856865826112191,0.057511224599100075,0.9587194158836141,-4.565743551633945,0.018022942186877167,-6.537905821896658,-7.8135663060737475,3.00832668212058,11.534399281167337,20.199691894244623
PM_000,1,3,781,797,1,-2.498107604664426,-1.0355638603188861,0.521537151102258,-11.20350748455755,4.5081947813649315,-3.5432384106508206,1.195995958440827,-2.2338139284928165,-1.9540541289889308,-9.607919496625222,-2.4485927424959346,-5.30322822916167,12.720501257802228,20.663643580385667
PM_000,1,3,789,805,1,-1.8279565257580384,-4.983623365661076,-1.1001688354259678,-39.98578728453455,4.1687286346909165,-6.010043867236483,0.8412660505500327,-0.35657517649298676,-4.49281819529539,-10.972156914351284,1.5248776845753156,-16.773317848659133,15.523076650494948,21.20416829569291
PM_000,1,3,797,813,1,-0.3626927611425561,-0.9379692712958132,-3.014492768951613,-63.663132781929086,3.7686504705710817,-6.191705538466531,0.8374802577204132,0.26085338819225257,-7.185266044229862,-10.57130245814497,3.771317553249279,-31.32993328545442,16.455110812294492,21.131258720466057
PM_000,1,3,805,821,1,0.8360095418228379,4.871667228417968,-4.283772099864923,-79.83488506502724,3.764957857498988,-5.6951959306590645,1.3402639140633479,0.4555815087482884,-9.441582231735701,-11.154931863902434,4.08928267333722,-54.696110767748486,16.574616387178605,21.097533285836022
PM_000,1,3,813,829,1,2.8970248855750977,6.58794010247761,-5.402324233597302,-92.8429541517442,3.8504044669240454,-4.812430836881925,0.5983396696218737,0.03510374017708706,-10.452076842618311,-13.677881265207422,3.7308932702149313,-43.099842733988865,16.418045399403987,21.109099248636728
PM_000,1,3,821,837,1,4.234702469357218,7.936465352110249,-5.813957415918235,-102.38239382766778,3.9136458041847977,-3.681573963927365,-0.23906860132647445,-0.6390911964157233,-10.302550292404813,-16.890067293527906,2.8575180956462365,-16.272166047680514,16.142873767108142,18.614054912345388
PM_000,1,3,829,845,1,3.0030128761374346,14.011962678736719,-4.662933548414218,-105.80124272349576,4.324021800585882,-3.2152402593237532,0.046560253133598906,-1.0952327073472325,-10.351282544899043,-18.62212090738481,1.5301731528469151,-19.1969698847018,16.474397411505333,16.712171831463706
PM_000,1,3,837,853,1,1.4556176462473243,21.17817083069133,-3.600040842963459,-106.34805665427442,5.144463737247486,-3.7176214884351957,0.555341206511704,-1.1229169675701467,-10.724620878781792,-18.866311878846737,0.48176664367107236,-19.681385463452603,16.072835998386218,14.989804684612057
PM_000,1,3,845,861,1,1.099654280413139,24.361654031804395,-3.534603938618252,-106.59664506338751,5.7716277481219045,-4.282331445005703,0.7015066296315844,-1.2955912381191332,-10.879937987010777,-18.8892626094501,-0.031996379580874645,-18.28851066051839,15.223843396877712,12.971180200549774
PM_000,1,4,866,882,1,4.032567211214774,15.290260486769458,-3.899145741099506,-96.27928071564727,4.160631870292569,-3.8341702126687416,-0.5847583721088743,-1.0467309486777339,-10.151308949379594,-15.569820917395184,0.9729412800659141,-29.19115815544982,13.284209096645597,11.58322875384699
PM_000,1,4,874,890,1,4.160160370946498,13.878343464343114,-3.7649069528607715,-79.86797518954003,4.837505180260935,-5.229541625638124,-0.08493708639437969,-0.14258597817928376,-8.444477397641766,-11.644592634471628,2.6597436484729613,-60.63611999216852,11.577812903520837,10.79234353273659
PM_000,1,4,882,898,1,2.5844596247337677,8.556197553343415,-3.136127835937527,-63.25341105504698,5.340461133511095,-6.263694327263877,0.5458485328618643,0.18615298337033792,-6.452373468475957,-7.544627252274607,4.422107589080264,-59.373583414236315,13.219917813468522,9.094639281143289
PM_000,1,4,890,906,1,1.1588450859587294,2.4392848990021356,-2.2183214124384936,-45.867622484685704,5.329478372045191,-6.41938257310529,0.43795165316105233,0.07321660305214905,-4.309054566553806,-3.882023008555107,5.0736316535547115,-26.416111067508986,15.866936919800091,9.846303589740145
PM_000,1,4,898,914,1,-1.214078417738449,1.0901924689629787,-0.22044845578475836,-27.100168875066984,4.7989410839036175,-6.12459988975492,0.2747330015216036,0.16930411273789403,-2.427594272630043,-1.770457947205859,3.7217174401289554,-12.748447068382658,16.176523403380372,12.275115985557107
PM_000,1,4,906,922,1,-3.492925715940409,1.9692461588126022,1.7430055816579124,-11.987386610793335,4.076185474343665,-5.456024185880569,0.18646470317309216,-0.09816562001032914,-1.4047770321983721,-2.6948293592612584,1.693619257690436,-7.778465230453486,16.325211429692473,13.414715342588098
PM_000,1,4,914,930,1,-4.1058151335065975,1.920935152560789,2.503289481309341,-2.493546853061333,3.3788043480488703,-4.6138384327880715,0.17286320020223478,-0.4308846693317552,-0.7392141110886428,-2.6968266484049987,0.6010094325523632,-3.4739562870883525,16.67413956073814,16.336776321011385
PM_000,1,4,922,938,1,-3.499477650724204,6.197496130660118,2.4146014816649615,8.051856250147331,3.5735055838628647,-3.126274390988497,0.2919860548323143,-0.7173044092208354,0.18828537619616537,0.49515755080970436,0.6588248540893797,0.25599324996728523,15.487778380133298,20.639202187503585
PM_000,1,4,930,946,1,-2.038865439409763,8.6287638258302,1.6352779193509923,18.04581433780613,4.052633354645296,-1.1622209870462896,0.2843214468718891,-1.670930799674034,0.7399981996447345,3.8932992822479395,0.18843509669580527,2.905671405669308,11.985892313036661,21.291305706106876
PM_000,1,4,938,954,1,-0.5701713309539844,5.656366211787972,1.2187526820541819,24.247738754946877,3.2366055855903806,0.44028190216822516,0.5574598172015239,-2.884074361762222,0.5638673680285233,5.526194592812195,-2.2733568913765954,6.758393889897844,10.328630766867397,21.09159328591272
PM_000,1,4,946,962,1,0.4757459766196419,4.793097501438007,1.3821737584826872,31.80387493239066,2.029056546320371,1.423570756784141,0.26709843762217567,-3.4821782330440936,0.6260126206457448,3.9349955192385364,-6.681836289387583,11.43458480833587,13.178603075800673,21.11871130055237
PM_000,1,4,954,970,1,0.5876147537622582,6.747351515091042,1.2347306224508392,42.5020259185371,1.5966496177496197,1.9380829529585295,-0.4852890612384222,-3.8775906365087334,0.9686637331185004,2.1097693155313664,-10.946075208545482,15.893307378626272,15.30714497177117,19.998118912025795
PM_000,1,4,962,978,1,-0.3521144883035294,8.018720697725605,1.1284097709083418,52.13984760051723,1.7994960955290846,2.2678059894792746,-0.47618830876486484,-4.028014796856217,0.889956550852121,2.084035279841605,-12.779397447371473,20.583329111977953,15.209763126844775,20.36827975685832
PM_000,1,4,970,986,1,-0.5271415582381938,8.26938905906602,0.9798673257700181,56.84444283243377,2.5553346524174856,2.3528160366108857,-0.17786067468516542,-4.155696715984854,1.1624065251268743,1.8851502216588694,-12.453643748643378,23.61865086199647,13.72801392478731,19.401035459671412
PM_000,1,4,978,994,1,0.15441316784386316,9.203295939843295,0.8312284724247974,52.22314326264234,3.0188336046173916,2.465307721386008,0.1965291760136374,-4.688572185741293,1.785922531925471,1.5007279879007136,-11.410306719807545,20.35729221194597,12.335214330113168,15.148395495123136
PM_000,1,4,986,1002,1,0.5365488434584673,6.298423879865229,0.8374981983482448,35.32158361013642,2.419176199704305,1.9927918231725688,0.3355087387167579,-4.315264969531883,1.7249302144930168,2.4549085178492627,-10.079266145451436,11.482545764802099,11.669969744959147,15.102753142300125
PM_000,1,4,994,1010,1,-1.0923916896060764,2.527194872050311,1.4683509892266817,14.410158939316446,2.3825446553003893,0.3859104876505679,0.6351727275349592,-3.619081221732344,0.463059189685759,0.46574875923068326,-7.398842040289971,2.3777383048838123,11.786533176376572,19.198367165902887
PM_000,1,4,1002,1018,1,-3.5248376413421596,-0.3798996645401065,1.101990866990614,-8.12314242740263,3.2738985183469254,-2.632040394353405,1.2209673712692997,-2.1782398529277227,-1.3995536392802945,-3.671509862928996,-3.5450651652480953,-4.5169126422285775,12.69183886669349,21.578048964079365
